"","symptom","domain","group","estimate","lower_95_percent_confidence_limit","upper_95_percent_confidence_limit"
"1218","Allergies","All people","All people",6.24,5.63,6.86
"1219","Allergies","Health/disability status","No health conditions",3.78,3.09,4.48
"1220","Allergies","Health/disability status","Activity not limited by health conditions",5.17,3.5,6.84
"1221","Allergies","Health/disability status","Activity limited a little by health conditions",7.58,6.24,8.92
"1222","Allergies","Health/disability status","Activity limited a lot by health conditions",12.38,10.31,14.46
"1223","Allergies","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",2.43,1.62,3.24
"1224","Allergies","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",6.04,5.25,6.83
"1225","Allergies","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",11.38,9.57,13.2
"1226","Chest pain","All people","All people",11.88,11.07,12.69
"1227","Chest pain","Health/disability status","No health conditions",9.25,8.21,10.3
"1228","Chest pain","Health/disability status","Activity not limited by health conditions",7.68,5.68,9.68
"1229","Chest pain","Health/disability status","Activity limited a little by health conditions",12.5,10.83,14.17
"1230","Chest pain","Health/disability status","Activity limited a lot by health conditions",21.8,19.21,24.39
"1231","Chest pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",3.07,2.17,3.98
"1232","Chest pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",9.99,9,10.98
"1233","Chest pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",28.04,25.49,30.59
"1234","Cough","All people","All people",32.98,31.79,34.17
"1235","Cough","Health/disability status","No health conditions",29.38,27.73,31.03
"1236","Cough","Health/disability status","Activity not limited by health conditions",29.84,26.37,33.3
"1237","Cough","Health/disability status","Activity limited a little by health conditions",35.7,33.26,38.15
"1238","Cough","Health/disability status","Activity limited a lot by health conditions",41.86,38.76,44.97
"1239","Cough","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",24.66,22.39,26.93
"1240","Cough","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",32.43,30.87,33.99
"1241","Cough","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",44.52,41.66,47.38
"1242","Diarrhoea","All people","All people",9.04,8.32,9.76
"1243","Diarrhoea","Health/disability status","No health conditions",6.11,5.25,6.97
"1244","Diarrhoea","Health/disability status","Activity not limited by health conditions",5.91,4.1,7.72
"1245","Diarrhoea","Health/disability status","Activity limited a little by health conditions",10.17,8.62,11.73
"1246","Diarrhoea","Health/disability status","Activity limited a lot by health conditions",18.32,15.9,20.74
"1247","Diarrhoea","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",2.93,2.03,3.83
"1248","Diarrhoea","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",7.99,7.09,8.89
"1249","Diarrhoea","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",19.46,17.19,21.72
"1250","Difficulty concentrating","All people","All people",37.26,36.04,38.49
"1251","Difficulty concentrating","Health/disability status","No health conditions",29.75,28.1,31.41
"1252","Difficulty concentrating","Health/disability status","Activity not limited by health conditions",28.8,25.4,32.21
"1253","Difficulty concentrating","Health/disability status","Activity limited a little by health conditions",42.22,39.71,44.73
"1254","Difficulty concentrating","Health/disability status","Activity limited a lot by health conditions",58.24,55.14,61.34
"1255","Difficulty concentrating","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",9.29,7.78,10.8
"1256","Difficulty concentrating","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",38.75,37.14,40.37
"1257","Difficulty concentrating","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",66.02,63.28,68.75
"1258","Ear pain","All people","All people",8.19,7.5,8.88
"1259","Ear pain","Health/disability status","No health conditions",5.94,5.09,6.8
"1260","Ear pain","Health/disability status","Activity not limited by health conditions",5.61,3.89,7.34
"1261","Ear pain","Health/disability status","Activity limited a little by health conditions",9.38,7.9,10.85
"1262","Ear pain","Health/disability status","Activity limited a lot by health conditions",14.94,12.71,17.18
"1263","Ear pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",2.64,1.8,3.49
"1264","Ear pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",8.1,7.2,9
"1265","Ear pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",15.04,12.99,17.09
"1266","Eyesight","All people","All people",22.39,21.34,23.44
"1267","Eyesight","Health/disability status","No health conditions",16.89,15.53,18.24
"1268","Eyesight","Health/disability status","Activity not limited by health conditions",14.18,11.53,16.83
"1269","Eyesight","Health/disability status","Activity limited a little by health conditions",26.6,24.34,28.85
"1270","Eyesight","Health/disability status","Activity limited a lot by health conditions",38.28,35.23,41.33
"1271","Eyesight","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",8.36,6.92,9.81
"1272","Eyesight","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",21.65,20.28,23.01
"1273","Eyesight","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",41.29,38.45,44.13
"1274","Fever","All people","All people",2.42,2.03,2.8
"1275","Fever","Health/disability status","No health conditions",1.76,1.28,2.23
"1276","Fever","Health/disability status","Activity not limited by health conditions",NA,NA,NA
"1277","Fever","Health/disability status","Activity limited a little by health conditions",NA,NA,NA
"1278","Fever","Health/disability status","Activity limited a lot by health conditions",5.63,4.19,7.07
"1279","Fever","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",NA,NA,NA
"1280","Fever","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",NA,NA,NA
"1281","Fever","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",6.29,4.9,7.67
"1282","General pain","All people","All people",19.77,18.77,20.78
"1283","General pain","Health/disability status","No health conditions",11.92,10.77,13.08
"1284","General pain","Health/disability status","Activity not limited by health conditions",11.08,8.71,13.45
"1285","General pain","Health/disability status","Activity limited a little by health conditions",24.93,22.73,27.13
"1286","General pain","Health/disability status","Activity limited a lot by health conditions",41.66,38.55,44.77
"1287","General pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",4.36,3.3,5.43
"1288","General pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",17.44,16.19,18.69
"1289","General pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",45.11,42.25,47.98
"1290","Hair loss","All people","All people",7.22,6.57,7.87
"1291","Hair loss","Health/disability status","No health conditions",5.1,4.31,5.89
"1292","Hair loss","Health/disability status","Activity not limited by health conditions",4.28,2.77,5.8
"1293","Hair loss","Health/disability status","Activity limited a little by health conditions",8.05,6.67,9.42
"1294","Hair loss","Health/disability status","Activity limited a lot by health conditions",14.43,12.23,16.64
"1295","Hair loss","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",3.07,2.17,3.98
"1296","Hair loss","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",6.55,5.73,7.37
"1297","Hair loss","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",14.19,12.2,16.17
"1298","Headache","All people","All people",27.36,26.22,28.49
"1299","Headache","Health/disability status","No health conditions",22.36,20.84,23.87
"1300","Headache","Health/disability status","Activity not limited by health conditions",22.3,19.15,25.45
"1301","Headache","Health/disability status","Activity limited a little by health conditions",31.32,28.97,33.66
"1302","Headache","Health/disability status","Activity limited a lot by health conditions",39.92,36.85,42.99
"1303","Headache","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",10.01,8.4,11.61
"1304","Headache","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",27.72,26.24,29.2
"1305","Headache","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",46.9,44.03,49.77
"1306","Joint pain","All people","All people",34.04,32.84,35.24
"1307","Joint pain","Health/disability status","No health conditions",25.8,24.22,27.38
"1308","Joint pain","Health/disability status","Activity not limited by health conditions",23.63,20.45,26.82
"1309","Joint pain","Health/disability status","Activity limited a little by health conditions",40.89,38.4,43.39
"1310","Joint pain","Health/disability status","Activity limited a lot by health conditions",55.68,52.54,58.82
"1311","Joint pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",9.22,7.69,10.76
"1312","Joint pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",34.8,33.22,36.38
"1313","Joint pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",61.26,58.44,64.08
"1314","Loss of appetite","All people","All people",9.85,9.1,10.61
"1315","Loss of appetite","Health/disability status","No health conditions",5.91,5.05,6.77
"1316","Loss of appetite","Health/disability status","Activity not limited by health conditions",6.06,4.26,7.85
"1317","Loss of appetite","Health/disability status","Activity limited a little by health conditions",9.97,8.45,11.49
"1318","Loss of appetite","Health/disability status","Activity limited a lot by health conditions",24.26,21.56,26.96
"1319","Loss of appetite","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",2.86,1.99,3.73
"1320","Loss of appetite","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",7.96,7.06,8.86
"1321","Loss of appetite","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",23.87,21.42,26.33
"1322","Loss of smell","All people","All people",20.64,19.62,21.66
"1323","Loss of smell","Health/disability status","No health conditions",21.99,20.49,23.48
"1324","Loss of smell","Health/disability status","Activity not limited by health conditions",22.6,19.45,25.75
"1325","Loss of smell","Health/disability status","Activity limited a little by health conditions",16.95,15.07,18.84
"1326","Loss of smell","Health/disability status","Activity limited a lot by health conditions",20.88,18.34,23.42
"1327","Loss of smell","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",34.67,32.15,37.19
"1328","Loss of smell","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",15.3,14.12,16.48
"1329","Loss of smell","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",20.05,17.76,22.35
"1330","Loss of taste","All people","All people",18.25,17.28,19.22
"1331","Loss of taste","Health/disability status","No health conditions",17.93,16.55,19.32
"1332","Loss of taste","Health/disability status","Activity not limited by health conditions",18.91,15.96,21.86
"1333","Loss of taste","Health/disability status","Activity limited a little by health conditions",16.16,14.3,18.02
"1334","Loss of taste","Health/disability status","Activity limited a lot by health conditions",22.01,19.42,24.59
"1335","Loss of taste","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",26.59,24.26,28.92
"1336","Loss of taste","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",13.94,12.8,15.09
"1337","Loss of taste","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",21.33,18.98,23.67
"1338","Low mood or not enjoying","All people","All people",27.95,26.81,29.08
"1339","Low mood or not enjoying","Health/disability status","No health conditions",21.88,20.39,23.38
"1340","Low mood or not enjoying","Health/disability status","Activity not limited by health conditions",16.84,14.01,19.67
"1341","Low mood or not enjoying","Health/disability status","Activity limited a little by health conditions",31.85,29.47,34.22
"1342","Low mood or not enjoying","Health/disability status","Activity limited a lot by health conditions",48,44.85,51.16
"1343","Low mood or not enjoying","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",8.08,6.64,9.51
"1344","Low mood or not enjoying","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",27.69,26.2,29.18
"1345","Low mood or not enjoying","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",52.34,49.46,55.21
"1346","Memory loss or confusion","All people","All people",26.2,25.08,27.31
"1347","Memory loss or confusion","Health/disability status","No health conditions",20.13,18.67,21.58
"1348","Memory loss or confusion","Health/disability status","Activity not limited by health conditions",18.91,15.94,21.88
"1349","Memory loss or confusion","Health/disability status","Activity limited a little by health conditions",30.32,27.98,32.66
"1350","Memory loss or confusion","Health/disability status","Activity limited a lot by health conditions",43.3,40.17,46.42
"1351","Memory loss or confusion","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",7.86,6.45,9.28
"1352","Memory loss or confusion","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",25.54,24.09,26.99
"1353","Memory loss or confusion","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",49.96,47.08,52.83
"1354","Mobility","All people","All people",15.54,14.63,16.46
"1355","Mobility","Health/disability status","No health conditions",6.35,5.47,7.23
"1356","Mobility","Health/disability status","Activity not limited by health conditions",5.91,4.13,7.69
"1357","Mobility","Health/disability status","Activity limited a little by health conditions",15.96,14.08,17.84
"1358","Mobility","Health/disability status","Activity limited a lot by health conditions",49.44,46.29,52.59
"1359","Mobility","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",NA,NA,NA
"1360","Mobility","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",NA,NA,NA
"1361","Mobility","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",47.49,44.63,50.36
"1362","Muscle ache","All people","All people",41.9,40.65,43.16
"1363","Muscle ache","Health/disability status","No health conditions",34.25,32.53,35.96
"1364","Muscle ache","Health/disability status","Activity not limited by health conditions",34.12,30.54,37.7
"1365","Muscle ache","Health/disability status","Activity limited a little by health conditions",48.27,45.72,50.82
"1366","Muscle ache","Health/disability status","Activity limited a lot by health conditions",60.7,57.6,63.79
"1367","Muscle ache","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",12.65,10.88,14.42
"1368","Muscle ache","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",44,42.35,45.65
"1369","Muscle ache","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",70.35,67.72,72.98
"1370","Nasal congestion","All people","All people",22.26,21.21,23.31
"1371","Nasal congestion","Health/disability status","No health conditions",18.41,17.01,19.8
"1372","Nasal congestion","Health/disability status","Activity not limited by health conditions",18.91,15.94,21.87
"1373","Nasal congestion","Health/disability status","Activity limited a little by health conditions",24.47,22.29,26.65
"1374","Nasal congestion","Health/disability status","Activity limited a lot by health conditions",32.86,29.9,35.82
"1375","Nasal congestion","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",12.51,10.77,14.24
"1376","Nasal congestion","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",22.64,21.26,24.01
"1377","Nasal congestion","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",32.71,30.01,35.41
"1378","Nausea or vomiting","All people","All people",5.98,5.38,6.58
"1379","Nausea or vomiting","Health/disability status","No health conditions",3.82,3.12,4.51
"1380","Nausea or vomiting","Health/disability status","Activity not limited by health conditions",3.69,2.27,5.11
"1381","Nausea or vomiting","Health/disability status","Activity limited a little by health conditions",6.58,5.31,7.86
"1382","Nausea or vomiting","Health/disability status","Activity limited a lot by health conditions",13.2,11.1,15.31
"1383","Nausea or vomiting","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",NA,NA,NA
"1384","Nausea or vomiting","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",5.05,4.33,5.78
"1385","Nausea or vomiting","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",NA,NA,NA
"1386","Noisy breathing (wheezing)","All people","All people",20.9,19.88,21.92
"1387","Noisy breathing (wheezing)","Health/disability status","No health conditions",16.01,14.69,17.32
"1388","Noisy breathing (wheezing)","Health/disability status","Activity not limited by health conditions",16.54,13.74,19.35
"1389","Noisy breathing (wheezing)","Health/disability status","Activity limited a little by health conditions",23.34,21.19,25.48
"1390","Noisy breathing (wheezing)","Health/disability status","Activity limited a lot by health conditions",35.01,32,38.01
"1391","Noisy breathing (wheezing)","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",7.65,6.25,9.05
"1392","Noisy breathing (wheezing)","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",19.59,18.29,20.89
"1393","Noisy breathing (wheezing)","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",40.61,37.79,43.43
"1394","Numbness","All people","All people",17.86,16.89,18.83
"1395","Numbness","Health/disability status","No health conditions",12.73,11.53,13.93
"1396","Numbness","Health/disability status","Activity not limited by health conditions",11.08,8.71,13.45
"1397","Numbness","Health/disability status","Activity limited a little by health conditions",20.55,18.49,22.6
"1398","Numbness","Health/disability status","Activity limited a lot by health conditions",33.98,30.99,36.97
"1399","Numbness","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",6.08,4.82,7.33
"1400","Numbness","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",16.09,14.87,17.31
"1401","Numbness","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",37.21,34.43,40
"1402","Palpitations","All people","All people",22.21,21.17,23.25
"1403","Palpitations","Health/disability status","No health conditions",17.53,16.15,18.9
"1404","Palpitations","Health/disability status","Activity not limited by health conditions",17.73,14.86,20.59
"1405","Palpitations","Health/disability status","Activity limited a little by health conditions",25.33,23.13,27.54
"1406","Palpitations","Health/disability status","Activity limited a lot by health conditions",34.7,31.72,37.68
"1407","Palpitations","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",8.65,7.18,10.12
"1408","Palpitations","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",21.37,20.01,22.72
"1409","Palpitations","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",40.87,38.06,43.67
"1410","Runny nose or sneezing","All people","All people",24.5,23.41,25.59
"1411","Runny nose or sneezing","Health/disability status","No health conditions",21.24,19.76,22.72
"1412","Runny nose or sneezing","Health/disability status","Activity not limited by health conditions",20.53,17.47,23.59
"1413","Runny nose or sneezing","Health/disability status","Activity limited a little by health conditions",26.93,24.69,29.17
"1414","Runny nose or sneezing","Health/disability status","Activity limited a lot by health conditions",33.37,30.38,36.35
"1415","Runny nose or sneezing","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",15.94,14.02,17.86
"1416","Runny nose or sneezing","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",25.29,23.85,26.73
"1417","Runny nose or sneezing","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",32.29,29.59,34.98
"1418","Shortness of breath","All people","All people",48.34,47.08,49.6
"1419","Shortness of breath","Health/disability status","No health conditions",41.71,39.92,43.49
"1420","Shortness of breath","Health/disability status","Activity not limited by health conditions",41.06,37.34,44.79
"1421","Shortness of breath","Health/disability status","Activity limited a little by health conditions",53.72,51.17,56.27
"1422","Shortness of breath","Health/disability status","Activity limited a lot by health conditions",65.2,62.21,68.19
"1423","Shortness of breath","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",18.3,16.27,20.33
"1424","Shortness of breath","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",52.02,50.36,53.68
"1425","Shortness of breath","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",72.98,70.42,75.54
"1426","Skin rash/itch","All people","All people",17.37,16.42,18.33
"1427","Skin rash/itch","Health/disability status","No health conditions",12.5,11.31,13.69
"1428","Skin rash/itch","Health/disability status","Activity not limited by health conditions",14.48,11.81,17.14
"1429","Skin rash/itch","Health/disability status","Activity limited a little by health conditions",19.22,17.2,21.23
"1430","Skin rash/itch","Health/disability status","Activity limited a lot by health conditions",31.32,28.37,34.27
"1431","Skin rash/itch","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",6.93,5.6,8.27
"1432","Skin rash/itch","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",16.65,15.42,17.88
"1433","Skin rash/itch","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",31.95,29.26,34.63
"1434","Sore throat","All people","All people",13.58,12.71,14.45
"1435","Sore throat","Health/disability status","No health conditions",11.35,10.21,12.49
"1436","Sore throat","Health/disability status","Activity not limited by health conditions",11.08,8.71,13.44
"1437","Sore throat","Health/disability status","Activity limited a little by health conditions",15.23,13.41,17.04
"1438","Sore throat","Health/disability status","Activity limited a lot by health conditions",19.55,17.04,22.06
"1439","Sore throat","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",6.58,5.26,7.89
"1440","Sore throat","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",13.29,12.18,14.41
"1441","Sore throat","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",22.77,20.35,25.19
"1442","Tinnitus","All people","All people",20.02,19.01,21.03
"1443","Tinnitus","Health/disability status","No health conditions",14.99,13.7,16.29
"1444","Tinnitus","Health/disability status","Activity not limited by health conditions",14.48,11.84,17.11
"1445","Tinnitus","Health/disability status","Activity limited a little by health conditions",23.8,21.64,25.97
"1446","Tinnitus","Health/disability status","Activity limited a lot by health conditions",33.27,30.31,36.22
"1447","Tinnitus","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",11.29,9.62,12.96
"1448","Tinnitus","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",19.45,18.13,20.76
"1449","Tinnitus","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",32.12,29.45,34.78
"1450","Trouble sleeping","All people","All people",32.11,30.93,33.3
"1451","Trouble sleeping","Health/disability status","No health conditions",26.85,25.24,28.46
"1452","Trouble sleeping","Health/disability status","Activity not limited by health conditions",23.34,20.15,26.53
"1453","Trouble sleeping","Health/disability status","Activity limited a little by health conditions",35.77,33.34,38.2
"1454","Trouble sleeping","Health/disability status","Activity limited a lot by health conditions",48.52,45.37,51.67
"1455","Trouble sleeping","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",13.01,11.25,14.77
"1456","Trouble sleeping","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",33.02,31.46,34.59
"1457","Trouble sleeping","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",52.08,49.19,54.97
"1458","Vertigo or dizziness","All people","All people",18.99,18,19.98
"1459","Vertigo or dizziness","Health/disability status","No health conditions",13.24,12.01,14.46
"1460","Vertigo or dizziness","Health/disability status","Activity not limited by health conditions",13.88,11.29,16.48
"1461","Vertigo or dizziness","Health/disability status","Activity limited a little by health conditions",22.34,20.23,24.45
"1462","Vertigo or dizziness","Health/disability status","Activity limited a lot by health conditions",34.8,31.79,37.81
"1463","Vertigo or dizziness","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",6.08,4.83,7.32
"1464","Vertigo or dizziness","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",18.26,16.99,19.54
"1465","Vertigo or dizziness","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",36.53,33.77,39.29
"1466","Weakness or tiredness","All people","All people",60.37,59.13,61.61
"1467","Weakness or tiredness","Health/disability status","No health conditions",51.6,49.79,53.42
"1468","Weakness or tiredness","Health/disability status","Activity not limited by health conditions",51.99,48.21,55.78
"1469","Weakness or tiredness","Health/disability status","Activity limited a little by health conditions",68.75,66.41,71.09
"1470","Weakness or tiredness","Health/disability status","Activity limited a lot by health conditions",79.84,77.3,82.37
"1471","Weakness or tiredness","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",21.8,19.63,23.97
"1472","Weakness or tiredness","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",66.44,64.88,68
"1473","Weakness or tiredness","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",87.94,86.06,89.81
"1474","Worry or anxiety","All people","All people",29.09,27.94,30.24
"1475","Worry or anxiety","Health/disability status","No health conditions",22.86,21.33,24.4
"1476","Worry or anxiety","Health/disability status","Activity not limited by health conditions",18.61,15.68,21.54
"1477","Worry or anxiety","Health/disability status","Activity limited a little by health conditions",34.44,32.05,36.84
"1478","Worry or anxiety","Health/disability status","Activity limited a lot by health conditions",46.98,43.82,50.14
"1479","Worry or anxiety","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",9.51,7.96,11.06
"1480","Worry or anxiety","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",28.96,27.45,30.46
"1481","Worry or anxiety","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",52.76,49.89,55.63
"1482","Abdominal pain","All people","All people",9.56,8.82,10.3
"1483","Abdominal pain","Employment status","Employed",8.9,7.92,9.89
"1484","Abdominal pain","Employment status","Inactive - not looking",18.64,15.75,21.53
"1485","Abdominal pain","Employment status","Inactive - retired",7.5,6.34,8.66
"1486","Abdominal pain","Self-employment status","Employee",9.04,7.97,10.11
"1487","Abdominal pain","Self-employment status","Self-employed",8.05,5.56,10.55
"1488","Abdominal pain","Self-employment status","Not in employment",10.28,9.16,11.39
"1489","Abdominal pain","Employment sector","Civil service or Local Government",9.24,6.24,12.25
"1490","Abdominal pain","Employment sector","Financial services (including insurance)",6.57,3.24,9.91
"1491","Abdominal pain","Employment sector","Health care",11.76,8.83,14.7
"1492","Abdominal pain","Employment sector","Hospitality (e.g. hotel, restaurant)",13,6.41,19.59
"1493","Abdominal pain","Employment sector","Information technology and communication",8.6,4.61,12.6
"1494","Abdominal pain","Employment sector","Manufacturing or construction",7.06,4.29,9.82
"1495","Abdominal pain","Employment sector","Not currently working",8.99,7.48,10.49
"1496","Abdominal pain","Employment sector","Other occupation sector",7,4.8,9.21
"1497","Abdominal pain","Employment sector","Retail sector (including wholesale)",12.66,8.97,16.35
"1498","Abdominal pain","Employment sector","Social care",9.26,4.82,13.69
"1499","Abdominal pain","Employment sector","Teaching and education",9.9,7.48,12.31
"1500","Abdominal pain","Employment sector","Transport (including storage, logistic)",7.23,3.28,11.18
"1501","Abdominal pain","Employment sector","Unknown",11.05,9.23,12.88
"1502","Allergies","All people","All people",6.24,5.63,6.86
"1503","Allergies","Employment status","Employed",5.83,5.02,6.64
"1504","Allergies","Employment status","Inactive - not looking",13.87,11.29,16.46
"1505","Allergies","Employment status","Inactive - retired",4.35,3.46,5.24
"1506","Allergies","Self-employment status","Employee",5.83,4.96,6.71
"1507","Allergies","Self-employment status","Self-employed",5.82,3.65,7.98
"1508","Allergies","Self-employment status","Not in employment",6.69,5.77,7.61
"1509","Allergies","Employment sector","Civil service or Local Government",4.2,2.12,6.28
"1510","Allergies","Employment sector","Financial services (including insurance)",7.98,4.34,11.62
"1511","Allergies","Employment sector","Health care",8.71,6.14,11.29
"1512","Allergies","Employment sector","Manufacturing or construction",3.68,1.65,5.72
"1513","Allergies","Employment sector","Not currently working",6.32,5.02,7.62
"1514","Allergies","Employment sector","Other occupation sector",6.23,4.14,8.32
"1515","Allergies","Employment sector","Retail sector (including wholesale)",8.44,5.34,11.54
"1516","Allergies","Employment sector","Teaching and education",6.66,4.65,8.66
"1517","Allergies","Employment sector","Unknown",6.23,4.81,7.65
"1518","Chest pain","All people","All people",11.88,11.07,12.69
"1519","Chest pain","Employment status","Employed",11.5,10.4,12.61
"1520","Chest pain","Employment status","Unemployed",16.92,7.83,26.02
"1521","Chest pain","Employment status","Inactive - not looking",23.99,20.79,27.19
"1522","Chest pain","Employment status","Inactive - retired",7.74,6.58,8.9
"1523","Chest pain","Employment status","Inactive - student",26.58,16.78,36.38
"1524","Chest pain","Self-employment status","Employee",11.7,10.5,12.9
"1525","Chest pain","Self-employment status","Self-employed",10.29,7.48,13.1
"1526","Chest pain","Self-employment status","Not in employment",12.29,11.09,13.49
"1527","Chest pain","Employment sector","Arts, Entertainment or Recreation",15.91,8.28,23.54
"1528","Chest pain","Employment sector","Civil service or Local Government",12.61,9.16,16.05
"1529","Chest pain","Employment sector","Financial services (including insurance)",10.33,6.25,14.41
"1530","Chest pain","Employment sector","Health care",13.29,10.18,16.4
"1531","Chest pain","Employment sector","Hospitality (e.g. hotel, restaurant)",15,7.99,22.01
"1532","Chest pain","Employment sector","Information technology and communication",8.6,4.56,12.64
"1533","Chest pain","Employment sector","Manufacturing or construction",11.35,7.9,14.8
"1534","Chest pain","Employment sector","Not currently working",10.88,9.26,12.51
"1535","Chest pain","Employment sector","Other occupation sector",9.73,7.16,12.3
"1536","Chest pain","Employment sector","Retail sector (including wholesale)",13.96,10.1,17.83
"1537","Chest pain","Employment sector","Social care",11.11,6.27,15.95
"1538","Chest pain","Employment sector","Teaching and education",13.65,10.88,16.43
"1539","Chest pain","Employment sector","Transport (including storage, logistic)",10.84,6.13,15.56
