"date","rank","song","artist","weeks-on-board"
1996-01-13,1,"One Sweet Day","Mariah Carey & Boyz II Men",7
1996-01-06,1,"One Sweet Day","Mariah Carey & Boyz II Men",6
1995-12-30,1,"One Sweet Day","Mariah Carey & Boyz II Men",5
1995-12-23,1,"One Sweet Day","Mariah Carey & Boyz II Men",4
1995-12-16,1,"One Sweet Day","Mariah Carey & Boyz II Men",3
1995-12-09,1,"One Sweet Day","Mariah Carey & Boyz II Men",2
1995-12-02,1,"One Sweet Day","Mariah Carey & Boyz II Men",1
1995-11-25,1,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")","Whitney Houston",1
1995-11-18,1,"Fantasy","Mariah Carey",8
1995-11-11,1,"Fantasy","Mariah Carey",7
1995-11-04,1,"Fantasy","Mariah Carey",6
1995-10-28,1,"Fantasy","Mariah Carey",5
1995-10-21,1,"Fantasy","Mariah Carey",4
1995-10-14,1,"Fantasy","Mariah Carey",3
1995-10-07,1,"Fantasy","Mariah Carey",2
1995-09-30,1,"Fantasy","Mariah Carey",1
1995-09-23,1,"Gangsta's Paradise (From ""Dangerous Minds"")","Coolio Featuring L.V.",6
1995-09-16,1,"Gangsta's Paradise (From ""Dangerous Minds"")","Coolio Featuring L.V.",5
1995-09-09,1,"Gangsta's Paradise (From ""Dangerous Minds"")","Coolio Featuring L.V.",4
1995-09-02,1,"You Are Not Alone","Michael Jackson",1
1995-08-26,1,"Kiss From A Rose","Seal",10
1995-08-19,1,"Waterfalls","TLC",11
1995-08-12,1,"Waterfalls","TLC",10
1995-08-05,1,"Waterfalls","TLC",9
1995-07-29,1,"Waterfalls","TLC",8
1995-07-22,1,"Waterfalls","TLC",7
1995-07-15,1,"Waterfalls","TLC",6
1995-07-08,1,"Waterfalls","TLC",5
1995-07-01,1,"Have You Ever Really Loved A Woman?","Bryan Adams",12
1995-06-24,1,"Have You Ever Really Loved A Woman?","Bryan Adams",11
1995-06-17,1,"Have You Ever Really Loved A Woman?","Bryan Adams",10
1995-06-10,1,"Have You Ever Really Loved A Woman?","Bryan Adams",9
1995-06-03,1,"Have You Ever Really Loved A Woman?","Bryan Adams",8
1995-05-27,1,"This Is How We Do It","Montell Jordan",14
1995-05-20,1,"This Is How We Do It","Montell Jordan",13
1995-05-13,1,"This Is How We Do It","Montell Jordan",12
1995-05-06,1,"This Is How We Do It","Montell Jordan",11
1995-04-29,1,"This Is How We Do It","Montell Jordan",10
1995-04-22,1,"This Is How We Do It","Montell Jordan",9
1995-04-15,1,"This Is How We Do It","Montell Jordan",8
1995-04-08,1,"Take A Bow","Madonna",17
1995-04-01,1,"Take A Bow","Madonna",16
1995-03-25,1,"Take A Bow","Madonna",15
1995-03-18,1,"Take A Bow","Madonna",14
1995-03-11,1,"Take A Bow","Madonna",13
1995-03-04,1,"Take A Bow","Madonna",12
1995-02-25,1,"Take A Bow","Madonna",11
1995-02-18,1,"Creep","TLC",15
1995-02-11,1,"Creep","TLC",14
1995-02-04,1,"Creep","TLC",13
1995-01-28,1,"Creep","TLC",12
1995-01-21,1,"On Bended Knee","Boyz II Men",10
1995-01-14,1,"On Bended Knee","Boyz II Men",9
1995-01-07,1,"On Bended Knee","Boyz II Men",8
1994-12-31,1,"On Bended Knee","Boyz II Men",7
1994-12-24,1,"Here Comes The Hotstepper (From ""Ready To Wear"")","Ini Kamoze",15
1994-12-17,1,"Here Comes The Hotstepper (From ""Ready To Wear"")","Ini Kamoze",14
1994-12-10,1,"On Bended Knee","Boyz II Men",4
1994-12-03,1,"On Bended Knee","Boyz II Men",3
1994-11-26,1,"I'll Make Love To You","Boyz II Men",16
1994-11-19,1,"I'll Make Love To You","Boyz II Men",15
1994-11-12,1,"I'll Make Love To You","Boyz II Men",14
1994-11-05,1,"I'll Make Love To You","Boyz II Men",13
1994-10-29,1,"I'll Make Love To You","Boyz II Men",12
1994-10-22,1,"I'll Make Love To You","Boyz II Men",11
1994-10-15,1,"I'll Make Love To You","Boyz II Men",10
1994-10-08,1,"I'll Make Love To You","Boyz II Men",9
1994-10-01,1,"I'll Make Love To You","Boyz II Men",8
1994-09-24,1,"I'll Make Love To You","Boyz II Men",7
1994-09-17,1,"I'll Make Love To You","Boyz II Men",6
1994-09-10,1,"I'll Make Love To You","Boyz II Men",5
1994-09-03,1,"I'll Make Love To You","Boyz II Men",4
1994-08-27,1,"I'll Make Love To You","Boyz II Men",3
1994-08-20,1,"Stay (I Missed You) (From ""Reality Bites"")","Lisa Loeb & Nine Stories",16
1994-08-13,1,"Stay (I Missed You) (From ""Reality Bites"")","Lisa Loeb & Nine Stories",15
1994-08-06,1,"Stay (I Missed You) (From ""Reality Bites"")","Lisa Loeb & Nine Stories",14
1994-07-30,1,"I Swear","All-4-One",15
1994-07-23,1,"I Swear","All-4-One",14
1994-07-16,1,"I Swear","All-4-One",13
1994-07-09,1,"I Swear","All-4-One",12
1994-07-02,1,"I Swear","All-4-One",11
1994-06-25,1,"I Swear","All-4-One",10
1994-06-18,1,"I Swear","All-4-One",9
1994-06-11,1,"I Swear","All-4-One",8
1994-06-04,1,"I Swear","All-4-One",7
1994-05-28,1,"I Swear","All-4-One",6
1994-05-21,1,"I Swear","All-4-One",5
1994-05-14,1,"The Sign","Ace Of Base",20
1994-05-07,1,"The Sign","Ace Of Base",19
1994-04-30,1,"Bump N' Grind","R. Kelly",13
1994-04-23,1,"Bump N' Grind","R. Kelly",12
1994-04-16,1,"Bump N' Grind","R. Kelly",11
1994-04-09,1,"Bump N' Grind","R. Kelly",10
1994-04-02,1,"The Sign","Ace Of Base",14
1994-03-26,1,"The Sign","Ace Of Base",13
1994-03-19,1,"The Sign","Ace Of Base",12
1994-03-12,1,"The Sign","Ace Of Base",11
1994-03-05,1,"The Power Of Love","Celine Dion",15
1994-02-26,1,"The Power Of Love","Celine Dion",14
1994-02-19,1,"The Power Of Love","Celine Dion",13
1994-02-12,1,"The Power Of Love","Celine Dion",12
1994-02-05,1,"All For Love","Bryan Adams/Rod Stewart/Sting",11
1994-01-29,1,"All For Love","Bryan Adams/Rod Stewart/Sting",10
1994-01-22,1,"All For Love","Bryan Adams/Rod Stewart/Sting",9
1994-01-15,1,"Hero","Mariah Carey",13
1994-01-08,1,"Hero","Mariah Carey",12
1994-01-01,1,"Hero","Mariah Carey",11
1993-12-25,1,"Hero","Mariah Carey",10
1993-12-18,1,"Again","Janet Jackson",9
1993-12-11,1,"Again","Janet Jackson",8
1993-12-04,1,"I'd Do Anything For Love (But I Won't Do That)","Meat Loaf",12
1993-11-27,1,"I'd Do Anything For Love (But I Won't Do That)","Meat Loaf",11
1993-11-20,1,"I'd Do Anything For Love (But I Won't Do That)","Meat Loaf",10
1993-11-13,1,"I'd Do Anything For Love (But I Won't Do That)","Meat Loaf",9
1993-11-06,1,"I'd Do Anything For Love (But I Won't Do That)","Meat Loaf",8
1993-10-30,1,"Dreamlover","Mariah Carey",13
1993-10-23,1,"Dreamlover","Mariah Carey",12
1993-10-16,1,"Dreamlover","Mariah Carey",11
1993-10-09,1,"Dreamlover","Mariah Carey",10
1993-10-02,1,"Dreamlover","Mariah Carey",9
1993-09-25,1,"Dreamlover","Mariah Carey",8
1993-09-18,1,"Dreamlover","Mariah Carey",7
1993-09-11,1,"Dreamlover","Mariah Carey",6
1993-09-04,1,"Can't Help Falling In Love (From ""Sliver"")","UB40",17
1993-08-28,1,"Can't Help Falling In Love (From ""Sliver"")","UB40",16
1993-08-21,1,"Can't Help Falling In Love (From ""Sliver"")","UB40",15
1993-08-14,1,"Can't Help Falling In Love (From ""Sliver"")","UB40",14
1993-08-07,1,"Can't Help Falling In Love (From ""Sliver"")","UB40",13
1993-07-31,1,"Can't Help Falling In Love (From ""Sliver"")","UB40",12
1993-07-24,1,"Can't Help Falling In Love (From ""Sliver"")","UB40",11
1993-07-17,1,"Weak","SWV",13
1993-07-10,1,"Weak","SWV",12
1993-07-03,1,"That's The Way Love Goes","Janet Jackson",10
1993-06-26,1,"That's The Way Love Goes","Janet Jackson",9
1993-06-19,1,"That's The Way Love Goes","Janet Jackson",8
1993-06-12,1,"That's The Way Love Goes","Janet Jackson",7
1993-06-05,1,"That's The Way Love Goes","Janet Jackson",6
1993-05-29,1,"That's The Way Love Goes","Janet Jackson",5
1993-05-22,1,"That's The Way Love Goes","Janet Jackson",4
1993-05-15,1,"That's The Way Love Goes","Janet Jackson",3
1993-05-08,1,"Freak Me","Silk",12
1993-05-01,1,"Freak Me","Silk",11
1993-04-24,1,"Informer","Snow",16
1993-04-17,1,"Informer","Snow",15
1993-04-10,1,"Informer","Snow",14
1993-04-03,1,"Informer","Snow",13
1993-03-27,1,"Informer","Snow",12
1993-03-20,1,"Informer","Snow",11
1993-03-13,1,"Informer","Snow",10
1993-03-06,1,"A Whole New World (Aladdin's Theme)","Peabo Bryson & Regina Belle",12
1993-02-27,1,"I Will Always Love You","Whitney Houston",16
1993-02-20,1,"I Will Always Love You","Whitney Houston",15
1993-02-13,1,"I Will Always Love You","Whitney Houston",14
1993-02-06,1,"I Will Always Love You","Whitney Houston",13
1993-01-30,1,"I Will Always Love You","Whitney Houston",12
1993-01-23,1,"I Will Always Love You","Whitney Houston",11
1993-01-16,1,"I Will Always Love You","Whitney Houston",10
1993-01-09,1,"I Will Always Love You","Whitney Houston",9
1993-01-02,1,"I Will Always Love You","Whitney Houston",8
1992-12-26,1,"I Will Always Love You","Whitney Houston",7
1992-12-19,1,"I Will Always Love You","Whitney Houston",6
1992-12-12,1,"I Will Always Love You","Whitney Houston",5
1992-12-05,1,"I Will Always Love You","Whitney Houston",4
1992-11-28,1,"I Will Always Love You","Whitney Houston",3
1992-11-21,1,"How Do You Talk To An Angel","The Heights",8
1992-11-14,1,"How Do You Talk To An Angel","The Heights",7
1992-11-07,1,"End Of The Road (From ""Boomerang"")","Boyz II Men",17
1992-10-31,1,"End Of The Road (From ""Boomerang"")","Boyz II Men",16
1992-10-24,1,"End Of The Road (From ""Boomerang"")","Boyz II Men",15
1992-10-17,1,"End Of The Road (From ""Boomerang"")","Boyz II Men",14
1992-10-10,1,"End Of The Road (From ""Boomerang"")","Boyz II Men",13
1992-10-03,1,"End Of The Road (From ""Boomerang"")","Boyz II Men",12
1992-09-26,1,"End Of The Road (From ""Boomerang"")","Boyz II Men",11
1992-09-19,1,"End Of The Road (From ""Boomerang"")","Boyz II Men",10
1992-09-12,1,"End Of The Road (From ""Boomerang"")","Boyz II Men",9
1992-09-05,1,"End Of The Road (From ""Boomerang"")","Boyz II Men",8
1992-08-29,1,"End Of The Road (From ""Boomerang"")","Boyz II Men",7
1992-08-22,1,"End Of The Road (From ""Boomerang"")","Boyz II Men",6
1992-08-15,1,"End Of The Road (From ""Boomerang"")","Boyz II Men",5
1992-08-08,1,"This Used To Be My Playground","Madonna",6
1992-08-01,1,"Baby Got Back","Sir Mix-A-Lot",17
1992-07-25,1,"Baby Got Back","Sir Mix-A-Lot",16
1992-07-18,1,"Baby Got Back","Sir Mix-A-Lot",15
1992-07-11,1,"Baby Got Back","Sir Mix-A-Lot",14
1992-07-04,1,"Baby Got Back","Sir Mix-A-Lot",13
1992-06-27,1,"I'll Be There","Mariah Carey",5
1992-06-20,1,"I'll Be There","Mariah Carey",4
1992-06-13,1,"Jump","Kris Kross",11
1992-06-06,1,"Jump","Kris Kross",10
1992-05-30,1,"Jump","Kris Kross",9
1992-05-23,1,"Jump","Kris Kross",8
1992-05-16,1,"Jump","Kris Kross",7
1992-05-09,1,"Jump","Kris Kross",6
1992-05-02,1,"Jump","Kris Kross",5
1992-04-25,1,"Jump","Kris Kross",4
1992-04-18,1,"Save The Best For Last","Vanessa Williams",12
1992-04-11,1,"Save The Best For Last","Vanessa Williams",11
1992-04-04,1,"Save The Best For Last","Vanessa Williams",10
1992-03-28,1,"Save The Best For Last","Vanessa Williams",9
1992-03-21,1,"Save The Best For Last","Vanessa Williams",8
1992-03-14,1,"To Be With You","Mr. Big",13
1992-03-07,1,"To Be With You","Mr. Big",12
1992-02-29,1,"To Be With You","Mr. Big",11
1992-02-22,1,"I'm Too Sexy","Right Said Fred",10
1992-02-15,1,"I'm Too Sexy","Right Said Fred",9
1992-02-08,1,"I'm Too Sexy","Right Said Fred",8
1992-02-01,1,"Don't Let The Sun Go Down On Me","George Michael/Elton John",9
1992-01-25,1,"All 4 Love","Color Me Badd",12
1992-01-18,1,"Black Or White","Michael Jackson",9
1992-01-11,1,"Black Or White","Michael Jackson",8
1992-01-04,1,"Black Or White","Michael Jackson",7
1991-12-28,1,"Black Or White","Michael Jackson",6
1991-12-21,1,"Black Or White","Michael Jackson",5
1991-12-14,1,"Black Or White","Michael Jackson",4
1991-12-07,1,"Black Or White","Michael Jackson",3
1991-11-30,1,"Set Adrift On Memory Bliss","P.M. Dawn",7
1991-11-23,1,"When A Man Loves A Woman","Michael Bolton",7
1991-11-16,1,"Cream","Prince And The N.P.G.",8
1991-11-09,1,"Cream","Prince And The N.P.G.",7
1991-11-02,1,"Romantic","Karyn White",12
1991-10-26,1,"Emotions","Mariah Carey",9
1991-10-19,1,"Emotions","Mariah Carey",8
1991-10-12,1,"Emotions","Mariah Carey",7
1991-10-05,1,"Good Vibrations","Marky Mark & The Funky Bunch Featuring Loleatta Holloway",12
1991-09-28,1,"I Adore Mi Amor","Color Me Badd",10
1991-09-21,1,"I Adore Mi Amor","Color Me Badd",9
1991-09-14,1,"The Promise Of A New Day","Paula Abdul",9
1991-09-07,1,"(Everything I Do) I Do It For You","Bryan Adams",11
1991-08-31,1,"(Everything I Do) I Do It For You","Bryan Adams",10
1991-08-24,1,"(Everything I Do) I Do It For You","Bryan Adams",9
1991-08-17,1,"(Everything I Do) I Do It For You","Bryan Adams",8
1991-08-10,1,"(Everything I Do) I Do It For You","Bryan Adams",7
1991-08-03,1,"(Everything I Do) I Do It For You","Bryan Adams",6
1991-07-27,1,"(Everything I Do) I Do It For You","Bryan Adams",5
1991-07-20,1,"Unbelievable","EMF",15
1991-07-13,1,"Rush Rush","Paula Abdul",10
1991-07-06,1,"Rush Rush","Paula Abdul",9
1991-06-29,1,"Rush Rush","Paula Abdul",8
1991-06-22,1,"Rush Rush","Paula Abdul",7
1991-06-15,1,"Rush Rush","Paula Abdul",6
1991-06-08,1,"More Than Words","Extreme",12
1991-06-01,1,"I Don't Wanna Cry","Mariah Carey",9
1991-05-25,1,"I Don't Wanna Cry","Mariah Carey",8
1991-05-18,1,"I Like The Way (The Kissing Game)","Hi-Five",13
1991-05-11,1,"Joyride","Roxette",11
1991-05-04,1,"Baby Baby","Amy Grant",11
1991-04-27,1,"Baby Baby","Amy Grant",10
1991-04-20,1,"You're In Love","Wilson Phillips",11
1991-04-13,1,"I've Been Thinking About You","Londonbeat",10
1991-04-06,1,"Coming Out Of The Dark","Gloria Estefan",11
1991-03-30,1,"Coming Out Of The Dark","Gloria Estefan",10
1991-03-23,1,"One More Try","Timmy T.",14
1991-03-16,1,"Someday","Mariah Carey",9
1991-03-09,1,"Someday","Mariah Carey",8
1991-03-02,1,"All The Man That I Need","Whitney Houston",11
1991-02-23,1,"All The Man That I Need","Whitney Houston",10
1991-02-16,1,"Gonna Make You Sweat (Everybody Dance Now)","C+C Music Factory",14
1991-02-09,1,"Gonna Make You Sweat (Everybody Dance Now)","C+C Music Factory",13
1991-02-02,1,"The First Time","Surface",14
1991-01-26,1,"The First Time","Surface",13
1991-01-19,1,"Love Will Never Do (Without You)","Janet Jackson",10
1991-01-12,1,"Justify My Love","Madonna",9
1991-01-05,1,"Justify My Love","Madonna",8
1990-12-29,1,"Because I Love You (The Postman Song)","Stevie B",13
1990-12-22,1,"Because I Love You (The Postman Song)","Stevie B",12
1990-12-15,1,"Because I Love You (The Postman Song)","Stevie B",11
1990-12-08,1,"Because I Love You (The Postman Song)","Stevie B",10
1990-12-01,1,"I'm Your Baby Tonight","Whitney Houston",7
1990-11-24,1,"Love Takes Time","Mariah Carey",11
1990-11-17,1,"Love Takes Time","Mariah Carey",10
1990-11-10,1,"Love Takes Time","Mariah Carey",9
1990-11-03,1,"Ice Ice Baby","Vanilla Ice",9
1990-10-27,1,"Black Cat","Janet Jackson",7
1990-10-20,1,"I Don't Have The Heart","James Ingram",12
1990-10-13,1,"Praying For Time","George Michael",7
1990-10-06,1,"Close To You","Maxi Priest",15
1990-09-29,1,"(Can't Live Without Your) Love And Affection","Nelson",13
1990-09-22,1,"Release Me","Wilson Phillips",13
1990-09-15,1,"Release Me","Wilson Phillips",12
1990-09-08,1,"Blaze Of Glory (From ""Young Guns II"")","Jon Bon Jovi",8
1990-09-01,1,"If Wishes Came True","Sweet Sensation",12
1990-08-25,1,"Vision Of Love","Mariah Carey",13
1990-08-18,1,"Vision Of Love","Mariah Carey",12
1990-08-11,1,"Vision Of Love","Mariah Carey",11
1990-08-04,1,"Vision Of Love","Mariah Carey",10
1990-07-28,1,"She Ain't Worth It","Glenn Medeiros Featuring Bobby Brown",11
1990-07-21,1,"She Ain't Worth It","Glenn Medeiros Featuring Bobby Brown",10
1990-07-14,1,"Step By Step","New Kids On The Block",8
1990-07-07,1,"Step By Step","New Kids On The Block",7
1990-06-30,1,"Step By Step","New Kids On The Block",6
1990-06-23,1,"It Must Have Been Love (From ""Pretty Woman"")","Roxette",12
1990-06-16,1,"It Must Have Been Love (From ""Pretty Woman"")","Roxette",11
1990-06-09,1,"Hold On","Wilson Phillips",13
1990-06-02,1,"Vogue","Madonna",8
1990-05-26,1,"Vogue","Madonna",7
1990-05-19,1,"Vogue","Madonna",6
1990-05-12,1,"Nothing Compares 2 U","Sinead O'Connor",9
1990-05-05,1,"Nothing Compares 2 U","Sinead O'Connor",8
1990-04-28,1,"Nothing Compares 2 U","Sinead O'Connor",7
1990-04-21,1,"Nothing Compares 2 U","Sinead O'Connor",6
1990-04-14,1,"I'll Be Your Everything","Tommy Page",9
1990-04-07,1,"Love Will Lead You Back","Taylor Dayne",11
1990-03-31,1,"Black Velvet","Alannah Myles",13
1990-03-24,1,"Black Velvet","Alannah Myles",12
1990-03-17,1,"Escapade","Janet Jackson",9
1990-03-10,1,"Escapade","Janet Jackson",8
1990-03-03,1,"Escapade","Janet Jackson",7
1990-02-24,1,"Opposites Attract","Paula Abdul (Duet With The Wild Pair)",11
1990-02-17,1,"Opposites Attract","Paula Abdul (Duet With The Wild Pair)",10
1990-02-10,1,"Opposites Attract","Paula Abdul (Duet With The Wild Pair)",9
1990-02-03,1,"How Am I Supposed To Live Without You","Michael Bolton",15
1990-01-27,1,"How Am I Supposed To Live Without You","Michael Bolton",14
1990-01-20,1,"How Am I Supposed To Live Without You","Michael Bolton",13
1990-01-13,1,"Another Day In Paradise","Phil Collins",11
1990-01-06,1,"Another Day In Paradise","Phil Collins",10
1989-12-30,1,"Another Day In Paradise","Phil Collins",9
1989-12-23,1,"Another Day In Paradise","Phil Collins",8
1989-12-16,1,"We Didn't Start The Fire","Billy Joel",10
1989-12-09,1,"We Didn't Start The Fire","Billy Joel",9
1989-12-02,1,"Blame It On The Rain","Milli Vanilli",9
1989-11-25,1,"Blame It On The Rain","Milli Vanilli",8
1989-11-18,1,"When I See You Smile","Bad English",10
1989-11-11,1,"When I See You Smile","Bad English",9
1989-11-04,1,"Listen To Your Heart","Roxette",11
1989-10-28,1,"Miss You Much","Janet Jackson",9
1989-10-21,1,"Miss You Much","Janet Jackson",8
1989-10-14,1,"Miss You Much","Janet Jackson",7
1989-10-07,1,"Miss You Much","Janet Jackson",6
1989-09-30,1,"Girl I'm Gonna Miss You","Milli Vanilli",9
1989-09-23,1,"Girl I'm Gonna Miss You","Milli Vanilli",8
1989-09-16,1,"Don't Wanna Lose You","Gloria Estefan",11
1989-09-09,1,"Hangin' Tough","New Kids On The Block",9
1989-09-02,1,"Cold Hearted","Paula Abdul",11
1989-08-26,1,"Right Here Waiting","Richard Marx",8
1989-08-19,1,"Right Here Waiting","Richard Marx",7
1989-08-12,1,"Right Here Waiting","Richard Marx",6
1989-08-05,1,"Batdance (From ""Batman"")","Prince",8
1989-07-29,1,"Toy Soldiers","Martika",11
1989-07-22,1,"Toy Soldiers","Martika",10
1989-07-15,1,"If You Don't Know Me By Now","Simply Red",11
1989-07-08,1,"Good Thing","Fine Young Cannibals",10
1989-07-01,1,"Baby Don't Forget My Number","Milli Vanilli",10
1989-06-24,1,"Satisfied","Richard Marx",8
1989-06-17,1,"I'll Be Loving You (Forever)","New Kids On The Block",12
1989-06-10,1,"Wind Beneath My Wings (From ""Beaches"")","Bette Midler",15
1989-06-03,1,"Rock On (From ""Dream A Little Dream"")","Michael Damian",12
1989-05-27,1,"Forever Your Girl","Paula Abdul",12
1989-05-20,1,"Forever Your Girl","Paula Abdul",11
1989-05-13,1,"I'll Be There For You","Bon Jovi",11
1989-05-06,1,"Like A Prayer","Madonna",8
1989-04-29,1,"Like A Prayer","Madonna",7
1989-04-22,1,"Like A Prayer","Madonna",6
1989-04-15,1,"She Drives Me Crazy","Fine Young Cannibals",12
1989-04-08,1,"The Look","Roxette",9
1989-04-01,1,"Eternal Flame","The Bangles",9
1989-03-25,1,"The Living Years","Mike + The Mechanics",12
1989-03-18,1,"Lost In Your Eyes","Debbie Gibson",9
1989-03-11,1,"Lost In Your Eyes","Debbie Gibson",8
1989-03-04,1,"Lost In Your Eyes","Debbie Gibson",7
1989-02-25,1,"Straight Up","Paula Abdul",13
1989-02-18,1,"Straight Up","Paula Abdul",12
1989-02-11,1,"Straight Up","Paula Abdul",11
1989-02-04,1,"When I'm With You","Sheriff",18
1989-01-28,1,"Two Hearts","Phil Collins",11
1989-01-21,1,"Two Hearts","Phil Collins",10
1989-01-14,1,"My Prerogative","Bobby Brown",13
1989-01-07,1,"Every Rose Has Its Thorn","Poison",11
1988-12-31,1,"Every Rose Has Its Thorn","Poison",10
1988-12-24,1,"Every Rose Has Its Thorn","Poison",9
1988-12-17,1,"Look Away","Chicago",13
1988-12-10,1,"Look Away","Chicago",12
1988-12-03,1,"Baby, I Love Your Way/Freebird Medley","Will To Power",13
1988-11-26,1,"Bad Medicine","Bon Jovi",10
1988-11-19,1,"Bad Medicine","Bon Jovi",9
1988-11-12,1,"Wild, Wild West","The Escape Club",13
1988-11-05,1,"Kokomo (From""Cocktail"" )","The Beach Boys",10
1988-10-29,1,"Groovy Kind Of Love","Phil Collins",9
1988-10-22,1,"Groovy Kind Of Love","Phil Collins",8
1988-10-15,1,"Red Red Wine","UB40",25
1988-10-08,1,"Love Bites","Def Leppard",9
1988-10-01,1,"Don't Worry, Be Happy (From ""Cocktail"")","Bobby McFerrin",10
1988-09-24,1,"Don't Worry, Be Happy (From ""Cocktail"")","Bobby McFerrin",9
1988-09-17,1,"Sweet Child O' Mine","Guns N' Roses",13
1988-09-10,1,"Sweet Child O' Mine","Guns N' Roses",12
1988-09-03,1,"Monkey","George Michael",9
1988-08-27,1,"Monkey","George Michael",8
1988-08-20,1,"Roll With It","Steve Winwood",11
1988-08-13,1,"Roll With It","Steve Winwood",10
1988-08-06,1,"Roll With It","Steve Winwood",9
1988-07-30,1,"Roll With It","Steve Winwood",8
1988-07-23,1,"Hold On To The Nights","Richard Marx",10
1988-07-16,1,"The Flame","Cheap Trick",15
1988-07-09,1,"The Flame","Cheap Trick",14
1988-07-02,1,"Dirty Diana","Michael Jackson",9
1988-06-25,1,"Foolish Beat","Debbie Gibson",10
1988-06-18,1,"Together Forever","Rick Astley",10
1988-06-11,1,"One More Try","George Michael",9
1988-06-04,1,"One More Try","George Michael",8
1988-05-28,1,"One More Try","George Michael",7
1988-05-21,1,"Anything For You","Gloria Estefan & Miami Sound Machine",11
1988-05-14,1,"Anything For You","Gloria Estefan & Miami Sound Machine",10
1988-05-07,1,"Wishing Well","Terence Trent D'Arby",17
1988-04-30,1,"Where Do Broken Hearts Go","Whitney Houston",10
1988-04-23,1,"Where Do Broken Hearts Go","Whitney Houston",9
1988-04-16,1,"Get Outta My Dreams, Get Into My Car","Billy Ocean",10
1988-04-09,1,"Get Outta My Dreams, Get Into My Car","Billy Ocean",9
1988-04-02,1,"Man In The Mirror","Michael Jackson",9
1988-03-26,1,"Man In The Mirror","Michael Jackson",8
1988-03-19,1,"Never Gonna Give You Up","Rick Astley",14
1988-03-12,1,"Never Gonna Give You Up","Rick Astley",13
1988-03-05,1,"Father Figure","George Michael",8
1988-02-27,1,"Father Figure","George Michael",7
1988-02-20,1,"Seasons Change","Expose",13
1988-02-13,1,"Could've Been","Tiffany",12
1988-02-06,1,"Could've Been","Tiffany",11
1988-01-30,1,"Need You Tonight","INXS",15
1988-01-23,1,"The Way You Make Me Feel","Michael Jackson",10
1988-01-16,1,"Got My Mind Set On You","George Harrison",13
1988-01-09,1,"So Emotional","Whitney Houston",11
1988-01-02,1,"Faith","George Michael",11
1987-12-26,1,"Faith","George Michael",10
1987-12-19,1,"Faith","George Michael",9
1987-12-12,1,"Faith","George Michael",8
1987-12-05,1,"Heaven Is A Place On Earth","Belinda Carlisle",11
1987-11-28,1,"(I've Had) The Time Of My Life","Bill Medley & Jennifer Warnes",10
1987-11-21,1,"Mony Mony","Billy Idol",12
1987-11-14,1,"I Think We're Alone Now","Tiffany",12
1987-11-07,1,"I Think We're Alone Now","Tiffany",11
1987-10-31,1,"Bad","Michael Jackson",7
1987-10-24,1,"Bad","Michael Jackson",6
1987-10-17,1,"Lost In Emotion","Lisa Lisa And Cult Jam",12
1987-10-10,1,"Here I Go Again","Whitesnake",15
1987-10-03,1,"Didn't We Almost Have It All","Whitney Houston",10
1987-09-26,1,"Didn't We Almost Have It All","Whitney Houston",9
1987-09-19,1,"I Just Can't Stop Loving You","Michael Jackson With Siedah Garrett",7
1987-09-12,1,"La Bamba","Los Lobos",12
1987-09-05,1,"La Bamba","Los Lobos",11
1987-08-29,1,"La Bamba","Los Lobos",10
1987-08-22,1,"Who's That Girl","Madonna",7
1987-08-15,1,"I Still Haven't Found What I'm Looking For","U2",10
1987-08-08,1,"I Still Haven't Found What I'm Looking For","U2",9
1987-08-01,1,"Shakedown (From ""Beverly Hills Cop II"")","Bob Seger",11
1987-07-25,1,"Alone","Heart",11
1987-07-18,1,"Alone","Heart",10
1987-07-11,1,"Alone","Heart",9
1987-07-04,1,"I Wanna Dance With Somebody (Who Loves Me)","Whitney Houston",8
1987-06-27,1,"I Wanna Dance With Somebody (Who Loves Me)","Whitney Houston",7
1987-06-20,1,"Head To Toe","Lisa Lisa And Cult Jam",11
1987-06-13,1,"Always","Atlantic Starr",12
1987-06-06,1,"You Keep Me Hangin' On","Kim Wilde",11
1987-05-30,1,"With or Without You","U2",11
1987-05-23,1,"With or Without You","U2",10
1987-05-16,1,"With or Without You","U2",9
1987-05-09,1,"(I Just) Died In Your Arms","Cutting Crew",10
1987-05-02,1,"(I Just) Died In Your Arms","Cutting Crew",9
1987-04-25,1,"I Knew You Were Waiting (For Me)","Aretha Franklin & George Michael",10
1987-04-18,1,"I Knew You Were Waiting (For Me)","Aretha Franklin & George Michael",9
1987-04-11,1,"Nothing's Gonna Stop Us Now","Starship",11
1987-04-04,1,"Nothing's Gonna Stop Us Now","Starship",10
1987-03-28,1,"Lean On Me","Club Nouveau",7
1987-03-21,1,"Lean On Me","Club Nouveau",6
1987-03-14,1,"Jacob's Ladder","Huey Lewis & The News",9
1987-03-07,1,"Livin' On A Prayer","Bon Jovi",13
1987-02-28,1,"Livin' On A Prayer","Bon Jovi",12
1987-02-21,1,"Livin' On A Prayer","Bon Jovi",11
1987-02-14,1,"Livin' On A Prayer","Bon Jovi",10
1987-02-07,1,"Open Your Heart","Madonna",10
1987-01-31,1,"At This Moment","Billy Vera & The Beaters",13
1987-01-24,1,"At This Moment","Billy Vera & The Beaters",12
1987-01-17,1,"Shake You Down","Gregory Abbott",14
